id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"6701f7a993c4450e8590e6c18a268bc6","jacobfrance","Wed, 25 Mar 2020 14:10:04 GMT","Fri, 05 May 2023 20:58:38 GMT","Number of Students Ever Attended 9th - 12th Grade","Feature Service","The number of children who have registered for and attend 9th through 12th grade at a Baltimore City Public School at any point in the school year. Source: Baltimore City Public School System Years Available: 2009-2010, 2010-2011, 2011-2012, 2012-2013, 2013-2014, 2014-2015, 2015-2016, 2016-2017, 2018-2019, 2019-2020, 2020-2021","education,  2010,  2011,  2012,  2013,  2014,  2015,  2016,  2017,  2019,  2020,  2021","The number of children who have registered for and attend 9th through 12th grade at a Baltimore City Public School at any point in the school year.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hsattend/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71211981182803,39.196661402311776,-76.52851853422756,39.37260201020414",""
"5b8ae9e76f4240bca52d727092c860ce","baltimore_city","Thu, 27 Apr 2023 17:33:16 GMT","Tue, 09 Jan 2024 17:46:22 GMT","Dashboards & Maps","Hub Page","DO NOT DELETE OR MODIFY THIS ITEM. This item is managed by the ArcGIS Hub application. To make changes to this page, please visit https://baltimore.hub.arcgis.com:/overview/edit.","","","","","","en-us",,"public","none","Baltimore City","",""
"5bd4c3d02f6a45ebaf7be00e49e1e89a","jacobfrance","Thu, 27 Feb 2020 17:32:01 GMT","Mon, 08 Jul 2024 19:43:27 GMT","Percent of Population 5-17 Years old","Feature Service","The percent of persons, out of all persons living in an area, aged 5 to 17 years. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2017-2021, 2018-2022","census","The percent of persons, out of all persons living in an area, aged 5 to 17 years.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Age18_/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"691d65a5f85640e6aaa46930bd9dc102","baltimore_city","Tue, 26 Sep 2023 19:57:49 GMT","Wed, 04 Sep 2024 12:27:36 GMT","Vacant Building Notices","Feature Service","","Housing & Development,Vacant,Building,Notices,Geographic,Development,Economic,Community","This dataset represents the Vacant Buildings Notices located throughout the City of Baltimore. Data is updated on a daily basis.","","","","en-us","https://egisdata.baltimorecity.gov/egis/rest/services/Housing/DHCD_Open_Baltimore_Datasets/FeatureServer/1","public","none","Baltimore City","1394085.1383544654,566190.8104553074,1445410.8844560534,621353.7664021403",""
"67c9370cf94645c6ab5a116879435164","baltimore_city","Tue, 02 Apr 2024 17:58:00 GMT","Tue, 02 Apr 2024 17:58:00 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 03/30/2024","PDF","","Police,Public Safety","This document contains citywide crime incident reports from the Baltimore Police Department for the City of Baltimore for the week ending 03/30/2024. For any questions related to this data set please contact the Baltimore Police Department.","","","",,,"public","none","Baltimore City","-76.71479999996633,39.25959999998263,-76.52249999996634,39.34099999998264",""
"72457990cf8144a59acec1f1fbb844a3","baltimore_city","Wed, 22 May 2024 19:08:15 GMT","Fri, 24 May 2024 11:20:58 GMT","Baltimore City Recreation & Parks Asset Finder","Web Mapping Application","This map is fully interactive. Pan around the map by clicking and dragging anywhere in the map pane. Toggle layers on and off in the layers pane by checking or unchecking their respective boxes to view park assets, various boundaries and more!","Baltimore City,Recreation,Park,Asset finder","Interactive map to view park assets, various boundaries and more!","","Baltimore City Department of Recreation and Parks.","","en-us","https://baltimore.maps.arcgis.com/apps/webappviewer/index.html?id=90ddc7e4e3254fbca4c40cf27ca340c9","public","none","Baltimore City","",""
"67a75db644084414b22ee7d16f91c9cc","jacobfrance","Tue, 24 Mar 2020 13:32:15 GMT","Mon, 20 May 2024 13:22:31 GMT","Number of Homes Sold","Feature Service","The total number of residential properties sold in a calendar year. Source: First American Real Estate Solutions (FARES); RBIntel (2022-onward)                     Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2022","housing","The total number of residential properties sold in a calendar year.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Shomes/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528078,39.197164383281454,-76.52895084597277,39.37256605526498",""
"73cd2b974e2c4d629a821ff906eabbd4","baltimore_city","Tue, 01 Aug 2023 16:51:38 GMT","Tue, 01 Aug 2023 16:51:38 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 07/29/2023","PDF","","Police,Public Safety","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 07/29/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.71479999997021,39.25959999998464,-76.52249999997024,39.340999999984646",""
"73ea9c5b33ab47dcb34484da0922f289","baltimore_city","Thu, 01 Sep 2022 12:32:48 GMT","Thu, 01 Sep 2022 12:32:48 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 8/29/2022","PDF","","Public Safety,Crime,Incident,Report,Police","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore.","","","",,,"public","none","Baltimore City","",""
"6a3d50cf2db44fc6b6e0810a0040412a","baltimore_citistat","Fri, 04 Mar 2022 14:10:20 GMT","Tue, 15 Mar 2022 20:10:05 GMT","Re: Visualizing Black America","StoryMap","Famed sociologist, writer, and Black rights activist W.E.B. Du Bois fundamentally changed the representation of Black Americans with his exhibition of data visualizations at the 1900 Paris Exposition. Beautiful in design and powerful in content, these data portraits make visible a wide spectrum of African American culture, from advances in education to the lingering effects of slavery. They convey a literal and figurative representation of what he famously referred to as the color line. The plates were collected in the book W.E.B. Du Bois Data Portraits: Visualizing Black America. To celebrate Black History Month in February of 2022, the Baltimore Mayor’s Office of Performance and Innovation (OPI) teamed up with other City analysts to build a library of data visualizations inspired by W.E.B. Du Bois. Our goal was to learn from his team’s work, use modern data, and tell a present-day story about Blackness in America.","blog","Famed sociologist, writer, and Black rights activist W.E.B. Du Bois fundamentally changed the representation of Black Americans with his exhibition of data visualizations at the 1900 Paris Exposition. To celebrate Black History Month in February of 2022, the Baltimore Mayor’s Office of Performance and Innovation (OPI) teamed up with other City analysts to build a library of data visualizations inspired by W.E.B. Du Bois. Inside are the data visualizations and the written entries from each of the data analysts who participated in this project. ","","","","en-us","https://storymaps.arcgis.com/stories/6a3d50cf2db44fc6b6e0810a0040412a","public","none","Baltimore City","",""
"79bf303af48c436d9e2181f61258320c","baltimore_city","Wed, 01 Mar 2023 14:03:28 GMT","Wed, 01 Mar 2023 14:03:28 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 02/25/2023","PDF","","Crime","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 02/18/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.7147999999715,39.25959999998531,-76.52249999997153,39.340999999985314",""
"90186348b9984b5ba97f5169235a4bfc","jacobfrance","Tue, 24 Mar 2020 18:26:52 GMT","Fri, 16 Feb 2024 14:35:38 GMT","Percent of Businesses that are 1 Year old or less","Feature Service","The percentage of businesses (both for-profit and non-profit) that report their establishment as being one year old or less. The age of the business is determined by the year that the first year they appeared in the InfoUSA database. Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","workforce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,business,2021","The percentage of businesses (both for-profit and non-profit) that report their establishment as being one year old or less. The age of the business is determined by the year that the first year they appeared in the InfoUSA database.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Biz1_/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692410451,39.197163713629166,-76.52878326758561,39.372566055262084",""
"759c4bd6c394478ca7db2a09e20bdd1e","baltimore_city","Tue, 05 Oct 2021 17:04:49 GMT","Tue, 29 Mar 2022 14:16:43 GMT","Police Department - Baltimore, Maryland Incident Report 10/5/2021","PDF","This document contains police department incident report citywide in the city of Baltimore.","Public Safety,Police,Department,Report,Incident","","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"68a1136acff444bba6c93e845dfc00e1","baltimore_city","Mon, 26 Feb 2024 15:35:11 GMT","Wed, 26 Jun 2024 22:16:33 GMT","311 Customer Service Requests 2024","Feature Service","This dataset represents the 311 call for service requests for the current 2024 calendar year which includes service request types and status. This dataset is updated daily.","311,Call,Customer Service,2024","This dataset represents the 311 call for service requests for the current 2024 calendar year which includes service request types and status. This dataset is updated daily.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/311_Customer_Service_Requests_2024/FeatureServer","public","none","Baltimore City","-76.86986566999997,39.19924407000008,-76.34623633999996,39.71353713000008",""
"71df589c744440e49d67335124ee7c6b","jacobfrance","Wed, 26 Feb 2020 16:35:10 GMT","Wed, 14 Jul 2021 17:04:41 GMT","Percentage of 8th Grade Students Passing MSA Math","Feature Service","The percentage of students passing M.S.A. exams in reading and mathematics in 3rd, 5th, and 8th grades. Maryland School Assessment (MSA) scores measure the number of students scoring in one of three classifications out of all students enrolled in that grade. Students can either be rated as advanced, proficient, or having basic knowledge of a subject. This indicator includes only those students who have tested as advanced or proficient. Source: Baltimore City Public Schools Years Available: 2009-2010, 2010-2011, 2011-2012, 2012-2013, 2013-2014","education,2010,2011,2012,2013,2014","The percentage of students passing M.S.A. exams in reading and mathematics in 3rd, 5th, and 8th grades. Maryland School Assessment (MSA) scores measure the number of students scoring in one of three classifications out of all students enrolled.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Math8/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383596785,-76.52895092488556,39.37256605526499",""
"6f7205fef6ff4c0792fbae3a72e25e49","jacobfrance","Wed, 18 Mar 2020 16:43:25 GMT","Wed, 14 Jul 2021 16:28:40 GMT","Percent of Births Where the Mother Received Early Prenatal Care (First Trimester)","Feature Service","The percentage of births where the mother received prenatal care during the first trimester of the pregnancy in a calendar year out of all births within an area. This information is calculated by the Vital Statistics registration information collected from each live birth. Source: Maryland Department of Vital Statistics Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","health, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","The percentage of births where the mother received prenatal care during the first trimester of the pregnancy in a calendar year out of all births within an area.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Prenatal/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"90dc6e0111c542d395ebe1b87a973e2b","baltimore_city","Thu, 21 Oct 2021 13:22:35 GMT","Thu, 21 Oct 2021 16:20:29 GMT","Police Department - Baltimore, Maryland Incident Report 10/21/2021","PDF","This document contains police department incident report citywide in the city of Baltimore.","Police,Public Safety,Incident,Department,Report","This document contains police department incident report citywide in the city of Baltimore.
","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"7919e8c9b8db46f295cd839c24d408cc","jacobfrance","Wed, 18 Mar 2020 15:43:10 GMT","Wed, 14 Jul 2021 16:26:52 GMT","Percent of Babies Born with a Satisfactory Birth Weight","Feature Service","The percentage of children born with a birth weight of at least 5 pounds out of all births in the area. Source: Maryland Department of Vital Statistics Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","health, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","The percentage of children born with a birth weight of at least 5 pounds out of all births in the area.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Birthwt/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"8a570598d14c41ada202a6a0155bb0aa","baltimore_city","Thu, 15 Jun 2023 16:30:03 GMT","Thu, 15 Jun 2023 16:32:39 GMT","Designated Landmarks","Feature Service","This dataset represents individual historically significant structures that may or may not be within a local historic district.","Art & Culture,Landmarks,Historic,Structures,Geographic","This dataset represents individual historically significant structures that may or may not be within a local historic district.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/DesignatedLandmarks/FeatureServer","public","none","Baltimore City","-76.70865461663034,39.24697221035166,-76.55115819383214,39.37124470666031",""
"89c0c827a18649309a370b1a9876aa2c","baltimore_city","Wed, 09 Mar 2022 14:25:04 GMT","Tue, 29 Mar 2022 14:14:46 GMT","Police Department - Baltimore, Maryland Incident Report  3/8/2022","PDF","This document contains police department incident report citywide in the city of Baltimore.","Police,Department,Incident,Public Safety","","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"9741a9288aa74508acf3938492980524","baltimore_city","Tue, 06 Dec 2022 20:45:55 GMT","Tue, 06 Dec 2022 20:45:55 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 12/03/2022","PDF","","Crime,Incident,Report","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 12/03/2022. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.7147999999715,39.25959999998531,-76.52249999997153,39.340999999985314",""
"8c751fcc1bd6408e86a1ea554ebbe4af","baltimore_city","Wed, 13 Jan 2021 22:18:29 GMT","Tue, 29 Mar 2022 14:17:28 GMT","Police Department - Baltimore, Maryland Incident Report 9/21/2021","PDF","This document contains police department incident report citywide in the city of Baltimore.","Public Safety,Incident,Police Department","","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"4f2e99ba65e34bb8af49733d9778fb8e","esri","Thu, 04 May 2017 13:09:41 GMT","Fri, 23 Aug 2024 16:55:32 GMT","Human Geography Dark Map","Web Map","This web map provides a detailed vector basemap with a dark monochromatic style and content adjusted to support Human Geography information.  The web map consists of 3 vector tile layers: A label reference layer including cities and communities, countries, administrative units, and at larger scales street names. A detail reference layer including administrative boundaries, roads and highways, and larger bodies of water. This layer is designed to be used with a high degree of transparency so that the detail does not compete with your information. It is set at approximately 60% in this web map, but can be adjusted. A simple basemap consisting of land areas in a very dark gray only. For an example of how to best use this basemap, read A Dark Version of the Human Geography Basemap for more information. These layers provide unique capabilities for customization, high-resolution display, and offline use in mobile devices: They are built using the same data sources used for the Dark Gray Canvas and other Esri basemaps.  Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority. This map was designed and created by Andrew Skinner.","vector,basemap,esri_vector,style,sample,web map,human geography,dark,human geography dark,esri_basemap,Andrew Skinner,creative","This web map consists of vector tile layers that form a detailed basemap for the world, featuring a dark monochromatic style with content adjusted to support Human Geography information.","","Sources: Esri, TomTom, Garmin, FAO, NOAA, USGS, © OpenStreetMap contributors, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority.","en-us",,"public","custom","Esri","-161.2793,-35.8526,98.3496,71.4275",""
"826498a48bd0424f9c9315214f2165d4","esri","Thu, 05 Jan 2017 19:58:47 GMT","Fri, 23 Aug 2024 16:55:23 GMT","Colored Pencil Map","Web Map","This web map provides a detailed vector basemap for the world symbolized with the appearance of being hand-drawn by colored pencils.  This layer is delivered as a vector tile service that provides unique capabilities for customization, high-resolution display, and offline use in mobile devices. This map is built using the same data sources used for other Esri vector tile layers and web maps.  The map includes highways, major roads, minor roads, railways, water features, cities, parks, landmarks, building footprints, trees, and administrative boundaries. Use this Map This map is designed to be used as a basemap for overlaying other layers of information or as a stand-alone reference map.  You can add layers to this web map and save as your own map.  If you like, you can add this web map to a custom basemap gallery for others in your organization to use in creating web maps.  If you would like to add this map as a layer in other maps you are creating, you may use the Colored Pencil tile layer items referenced in this map. Customize this Map Because this map includes a vector tile layer, you can customize the map to change its content and symbology.  You are able to turn on and off layers, change symbols for layers, switch to alternate local language (in some areas), and refine the treatment of disputed boundaries.  For details on how to customize this map, please refer to the Esri Vector Basemap Reference Document (v2) and vector basemap articles on the ArcGIS Online Blog. This map was designed and created by Cindy Prostak.","vector,basemap,sample,esri_basemap,Cindy Prostak,creative,coloredpencil","This vector web map provides a detailed basemap for the world featuring a hand-drawn look like it was created using colored pencils.","","Sources: Esri, TomTom, Garmin, FAO, NOAA, USGS, © OpenStreetMap contributors, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority.","en-us",,"public","custom","Esri","-147.1289,-34.7416,112.5,71.8562",""
"86de95d4e0244cba80f0fa2c9403a7b2","esri_en","Sat, 18 Feb 2012 18:06:59 GMT","Tue, 21 Sep 2021 22:04:08 GMT","Imagery","Web Map","This map features satellite imagery for the world and high-resolution aerial imagery for many areas.  The map is intended to support the ArcGIS Online basemap gallery.  For more details on the map, please visit the World Imagery map service description.","basemap,imagery,World Imagery","This map features satellite imagery for the world and high-resolution aerial imagery for many areas.","","Esri, Maxar, Earthstar Geographics, CNES/Airbus DS, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Terms of UseView Terms of UseView Terms of UseView Terms of Use","en-us",,"public","custom","esri_en","-180,-90,180,90","[]"
"c29cfb7875fc4b97b58ba6987c460862","esri_en","Tue, 19 Mar 2019 22:10:43 GMT","Wed, 26 Jun 2024 22:14:49 GMT","OpenStreetMap","Web Map","This web map presents a vector basemap of OpenStreetMap (OSM) data hosted by Esri. Esri created this vector tile basemap from the Daylight map distribution of OSM data, which is supported by Facebook and supplemented with additional data from Microsoft. This version of the map is rendered using OSM cartography. The OSM Daylight map will be updated every month with the latest version of OSM Daylight data. OpenStreetMap is an open collaborative project to create a free editable map of the world. Volunteers gather location data using GPS, local knowledge, and other free sources of information and upload it. The resulting free map can be viewed and downloaded from the OpenStreetMap site:www.OpenStreetMap.org. Esri is a supporter of the OSM project and is excited to make this enhanced vector basemap available to the ArcGIS user and developer communities.","basemap,vector","OpenStreetMap (OSM) is a collaborative project to create a free editable map of the world. This vector basemap is based on the Daylight map distribution of OSM data and is hosted by Esri. The vector layer is presented in OSM cartography.","","Map data © OpenStreetMap contributors, Microsoft, Facebook, Inc. and its affiliates, Esri Community Maps contributors, Map layer by Esri","This work is licensed under the Esri Master License Agreement. View Terms of Use","en-us",,"public","custom","esri_en","-180,-89.9962,180,89.9962",""
"9e6edc56b01145778ef5077bbd47c538","jacobfrance","Wed, 25 Mar 2020 15:58:44 GMT","Wed, 14 Jul 2021 16:59:41 GMT","Percentage of 8th Grade Students who Met or Exceeded PARCC Reading","Feature Service","The percentage of 8th grade students who met or exceeded expectations on the PARCC exam for reading. The Partnership for Assessment of Readiness for College and Careers (PARCC) scores measure the number of students scoring in one of three classifications out of all students enrolled in that grade. Students can either be rated as exceeded, met, approached, partially met, or did not meet expectations of a subject. This indicator includes only those students who have tested as exceeded or met expectations. Source: Baltimore City Public School System Years Available: 2015, 2016, 2017","education,2015,2016,2017","The percentage of 8th grade students who met or exceeded expectations on the PARCC exam for reading.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pread8/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383596785,-76.52895092488556,39.37256605526499",""
"f81bc478e12c4f1691d0d7ab6361f5a6","esri_en","Tue, 27 Jun 2017 22:01:15 GMT","Wed, 26 Jun 2024 22:14:51 GMT","Streets","Web Map","This map features highway-level and street-level data for the world. The map is intended to support the ArcGIS Online basemap gallery. For more details on the map, please visit the World Street Map.","basemap,vector","This map features highway-level and street-level data for the world.","","","This work is licensed under the Esri Master License Agreement. View Terms of Use","en-us",,"public","custom","esri_en","-180,-69.96,180,83.46",""
"9d141aa0b1724e9c9fe2d6c465a79bf0","baltimore_city","Tue, 22 Aug 2023 19:11:55 GMT","Tue, 22 Aug 2023 19:11:55 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 08/19/2023","PDF","","Police,Public Safety","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 08/19/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.71479999997021,39.25959999998464,-76.52249999997024,39.340999999984646",""
"6d9fa6d159ae4a1f80b9e296ed300767","esri","Mon, 01 Dec 2014 23:55:40 GMT","Tue, 16 Mar 2021 22:06:29 GMT","USGS National Map","Web Map","The USGS Topo base map service from The National Map is a combination of contours, shaded relief, woodland and urban tint, along with vector layers, such as geographic names, governmental unit boundaries, hydrography, structures, and transportation, to provide a composite topographic base map. Data sources are the National Atlas for small scales, and The National Map for medium to large scales.","basemap,user_basemap,USGS,National Map,current","The USGS Topo base map service from The National Map is a combination of contours, shaded relief, woodland and urban tint, along with vector layers to provide a composite topographic base map.","","USGS - The National Map","","en-us",,"public","none","Esri","-180,-85,180,85",""
"620875bf8a1945e799cf8bd5f25784d7","esri_en","Tue, 19 Mar 2019 22:10:43 GMT","Wed, 26 Jun 2024 22:14:49 GMT","Oceans","Web Map","This map is designed to be used as a basemap by marine GIS professionals and as a reference map by anyone interested in ocean data. The map is intended to support the ArcGIS Online basemap gallery. For more details on the map, please visit the Ocean Basemap.","basemap,vector","This map is designed to be used as a basemap by marine GIS professionals and as a reference map by anyone interested in ocean data.","","","This work is licensed under the Esri Master License Agreement. View Terms of Use","en-us",,"public","custom","esri_en","-180,-89.9962,180,89.9962",""
"9e557abc61ce41c9b8ec8b15800c20d3","esri","Fri, 07 Dec 2018 17:42:08 GMT","Mon, 06 Jan 2020 15:47:07 GMT","Firefly Imagery Hybrid","Web Map","This map features an alternative view of the World Imagery map designed to be used as a neutral imagery basemap, with de-saturated colors, that is useful for overlaying other brightly styled layers.  This map is intended to support 'firefly cartography' and other cartographic designs that require a neutral background, with the spatial context and texture of imagery, to contrast with the foreground thematic layers that are designed to capture the users attention. The map also includes a reference layer. Content meant to provide spatial context (the basemap) should recede in visual priority, helping to establish the thematic layers that they support (rather than compete with them).  There are many ways to sufficiently mute your basemap, but for satellite imagery, de-saturation is a nice option. An image that is all or mostly black and white won’t compete as much with the brightly colored thematic data that it supports.  With this map, the color of the imagery is mostly removed at the smallest global scales and then gradually re-introduced at the larger scales, where the full detail of the imagery is available.","imagery,firefly,cinematic,esri_basemap,basemap,baseimagery,hybrid","This map features an alternative view of the World Imagery map designed to be used as a neutral imagery basemap, with de-saturated colors, that is useful for overlaying other brightly styled layers.  The map also includes a reference layer.","","Source: Esri, DigitalGlobe, GeoEye, Earthstar Geographics, CNES/Airbus DS, USDA, USGS, AeroGRID, IGN, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use","en-us",,"public","custom","Esri","-159.6048,-38.5075,175.7859,71.4297",""
"07e6364e724443e8b1cdd77b4482936c","esri","Fri, 29 Jan 2021 16:40:30 GMT","Fri, 05 Feb 2021 00:11:05 GMT","NAIP Imagery Hybrid","Web Map","This map features recent high-resolution National Agriculture Imagery Program (NAIP) imagery for the United States and is optimized for display quality and performance. The map also includes a reference layer. This NAIP imagery is from the USDA Farm Services Agency. The NAIP imagery in this layer has been visually enhanced and published as a tile layer for optimal display performance. NAIP imagery collection occurs on an annual basis during the agricultural growing season in the continental United States. Approximately half of the US is collected each year and each state is typically collected every other year.  The NAIP program aims to make the imagery available to governmental agencies and to the public within a year of collection. This layer will be updated each year, as the latest imagery is received and processed.  Currently, it is primarily composed of NAIP imagery from 2018 and 2019. Use the NAIP Imagery Metadata layer as an overlay to access detailed information about each image in this tile layer.  With the metadata layer, a user can point and click any location within the continental US to access information such as collection date and resolution for the imagery at that location. While this tile layer is intended for visualization, the Living Atlas also provides the following NAIP layers for image analysis: USA NAIP Imagery: Natural Color USA NAIP Imagery: Color Infrared USA NAIP Imagery: NDVI","NAIP,USDA FSA,imagery,hybrid","This map features recent high-resolution National Agriculture Imagery Program (NAIP) imagery for the United States and is optimized for display quality and performance.  The map also includes background and reference layers for added context.","","Esri, USDA FSA","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use","en-us",,"public","custom","Esri","-128.4093,20.9976,-63.502,51.941",""
"9f7e90ab7bfe44cb9d86596ee20f5f6d","baltimore_city","Thu, 12 Oct 2023 21:03:24 GMT","Fri, 05 Jul 2024 19:56:50 GMT","Baltimore City Fire Department Clinician-Administered Naloxone","Feature Service","Baltimore City Fire Department (BCFD) reporting dataset of naloxone administration by BCFD clinicians. The dataset will report the number of instances naloxone was administered by a BCFD clinician, the date administered, and the zip code the incident took place . Change Log 2021-12-15: - Added FY2021 data - Metadata added - Columns renamed to a standard format - Agency names reformatted with Workday conventions Data Dictionary field_name description data_type range_of_possible_values example_values date The date that naloxone was administered by a Baltimore City Fire Department clinician. Date 8/1/2019 zipCode The ZIP code in which naloxone was administered by a Baltimore City Fire Department clinician. Category All Baltimore City ZIP codes 21211 timesAdministered The number of incidents in which naloxone was administered by a Baltimore City Fire Department clinician. This is not the total number of doses administered. For example, if one patient received more than one dose, it is counted as one incident in this field. Number Minimum 1, no maximum. 1","Health,Public Safety,Neighborhoods,City Services,Community","Baltimore City Fire Department (BCFD) reporting dataset of naloxone administration by BCFD clinicians. The dataset will report the number of instances naloxone was administered by a BCFD clinician, the date administered, and the zip code the incident took place .","","","This work is licensed under a Creative Commons Attribution 3.0 Unported License.","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Baltimore_City_Fire_Department_Clinician_Administered_Naloxone_new/FeatureServer","public","CC-BY-3.0","Baltimore City","",""
"7deba1b1eefd4ecf8b3788ff0c727c50","baltimore_city","Thu, 22 Jun 2023 19:53:57 GMT","Thu, 22 Jun 2023 19:54:05 GMT","Library","Feature Service","This dataset represents the location of Baltimore City public libraries listed on the Enoch Pratt Library website.","Books,Enoch Pratt,Community,Education,Public Library,Geographic","This dataset represents the location of Baltimore City public libraries listed on the Enoch Pratt Library website.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Library/FeatureServer","public","none","Baltimore City","-76.7005809318618,39.237933179945315,-76.55827391909638,39.35953813000023",""
"8817979fa0e344fab07aaef1d7bb2fa0","baltimore_city","Fri, 15 Sep 2023 15:17:26 GMT","Fri, 15 Sep 2023 15:17:26 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 09/09/2023","PDF","","Police,Public Safety","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 09/09/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.71479999997021,39.25959999998464,-76.52249999997024,39.340999999984646",""
